id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
32147,MRIA,small_airport,Islita Airport,9.856109619140625,-85.37079620361328,7,NA,CR,CR-G,Nandayure,yes,MRIA,PBP,,,,
4806,MRLB,large_airport,Guanacaste Airport,10.5933,-85.544403,270,NA,CR,CR-G,Liberia,yes,MRLB,LIR,,,https://en.wikipedia.org/wiki/Daniel_Oduber_Quir%C3%B3s_International_Airport,"Daniel Oduber Quiros International, Liberia International"
4808,MRLM,medium_airport,Limon International Airport,9.95796012878418,-83.02200317382812,7,NA,CR,CR-L,Puerto Limon,yes,MRLM,LIO,,,https://en.wikipedia.org/wiki/Lim%C3%B3n_International_Airport,
4809,MRNS,medium_airport,Nosara Airport,9.976490020750001,-85.65299987790002,33,NA,CR,CR-G,Nicoya,yes,MRNS,NOB,,,https://en.wikipedia.org/wiki/Nosara_Airport,
4810,MROC,medium_airport,Juan Santamaría International Airport,9.99386,-84.208801,3021,NA,CR,CR-A,San José (Alajuela),yes,MROC,SJO,,,https://en.wikipedia.org/wiki/Juan_Santamar%C3%ADa_International_Airport,
32160,MRPJ,medium_airport,Puerto Jimenez Airport,8.533329963684082,-83.30000305175781,7,NA,CR,CR-P,Puerto Jimenez,yes,MRPJ,PJM,,http://www.natureair.com/destinations/jimenez_costa_rica.html,https://en.wikipedia.org/wiki/Puerto_Jimenez_Airport,Corcovado National Park
4812,MRPM,medium_airport,Palmar Sur Airport,8.951029777526855,-83.46859741210938,49,NA,CR,CR-P,Palmar Sur,yes,MRPM,PMZ,,,https://en.wikipedia.org/wiki/Palmar_Sur_Airport,
4813,MRPV,medium_airport,Tobías Bolaños International Airport,9.95705,-84.139801,3287,NA,CR,CR-SJ,San Jose,yes,MRPV,SYQ,,,https://en.wikipedia.org/wiki/Tob%C3%ADas_Bola%C3%B1os_International_Airport,Aeropuerto Internacional Tobías Bolaños Palma
4814,MRQP,medium_airport,Quepos Managua Airport,9.443160057067871,-84.12979888916016,85,NA,CR,CR-P,Quepos,yes,MRQP,XQP,,,https://en.wikipedia.org/wiki/Quepos_Managua_Airport,
4820,MSLP,large_airport,Monseñor Óscar Arnulfo Romero International Airport,13.4409,-89.055702,101,NA,SV,SV-PA,San Salvador (San Luis Talpa),yes,MSLP,SAL,,,https://en.wikipedia.org/wiki/Monse%C3%B1or_%C3%93scar_Arnulfo_Romero_International_Airport,
4822,MTCA,medium_airport,Les Cayes Airport,18.271099090576172,-73.78829956054688,203,NA,HT,HT-SD,Les Cayes,yes,MTCA,CYA,,,https://en.wikipedia.org/wiki/Les_Cayes_Airport,
4823,MTCH,medium_airport,Cap Haitien International Airport,19.726734,-72.199576,10,NA,HT,HT-ND,Cap Haitien,yes,MTCH,CAP,,,https://en.wikipedia.org/wiki/Cap-Ha%C3%AFtien_International_Airport,
4824,MTJA,medium_airport,Jacmel Airport,18.241100311279297,-72.51850128173828,167,NA,HT,HT-SE,Jacmel,yes,MTJA,JAK,,,https://en.wikipedia.org/wiki/Jacmel_Airport,
31696,MTJE,medium_airport,Jérémie Airport,18.66309928894043,-74.17030334472656,147,NA,HT,HT-GA,Jeremie,yes,MTJE,JEE,,,https://en.wikipedia.org/wiki/J%C3%A9r%C3%A9mie_Airport,
4825,MTPP,large_airport,Toussaint Louverture International Airport,18.58,-72.292503,122,NA,HT,HT-OU,Port-au-Prince,yes,MTPP,PAP,,,https://en.wikipedia.org/wiki/Toussaint_Louverture_International_Airport,
4826,MUBA,medium_airport,Gustavo Rizo Airport,20.365299224853516,-74.5062026977539,26,NA,CU,CU-14,Baracoa,yes,MUBA,BCA,,,https://en.wikipedia.org/wiki/Gustavo_Rizo_Airport,
4828,MUBY,medium_airport,Carlos Manuel de Cespedes Airport,20.396400451660156,-76.62139892578125,203,NA,CU,CU-12,Bayamo,yes,MUBY,BYM,,,https://en.wikipedia.org/wiki/Carlos_Manuel_C%C3%A9spedes_Airport,
4829,MUCA,medium_airport,Maximo Gomez Airport,22.027099609375,-78.78959655761719,335,NA,CU,CU-08,Ciego de Avila,yes,MUCA,AVI,,,https://en.wikipedia.org/wiki/M%C3%A1ximo_G%C3%B3mez_Airport,
4831,MUCC,medium_airport,Jardines Del Rey Airport,22.461000442499998,-78.32839965820001,13,NA,CU,CU-08,Cayo Coco,yes,MUCC,CCC,,,https://en.wikipedia.org/wiki/Jardines_del_Rey_Airport,Cayo Coco
4832,MUCF,medium_airport,Jaime Gonzalez Airport,22.149999618530273,-80.41419982910156,102,NA,CU,CU-06,Cienfuegos,yes,MUCF,CFG,,,https://en.wikipedia.org/wiki/Jaime_Gonz%C3%A1lez_Airport,Las Villas Airport
4833,MUCL,medium_airport,Vilo Acuña International Airport,21.6165008545,-81.5459976196,10,NA,CU,CU-99,Cayo Largo del Sur,yes,MUCL,CYO,,,https://en.wikipedia.org/wiki/Vilo_Acu%C3%B1a_Airport,
4834,MUCM,medium_airport,Ignacio Agramonte International Airport,21.420299530029297,-77.84750366210938,413,NA,CU,CU-09,Camaguey,yes,MUCM,CMW,,,https://en.wikipedia.org/wiki/Ignacio_Agramonte_International_Airport,
4835,MUCU,medium_airport,Antonio Maceo International Airport,19.96980094909668,-75.83540344238281,249,NA,CU,CU-13,Santiago,yes,MUCU,SCU,,,https://en.wikipedia.org/wiki/Antonio_Maceo_Airport,
4838,MUGT,medium_airport,Mariana Grajales Airport,20.08530044555664,-75.1583023071289,56,NA,CU,CU-14,Guantánamo,yes,MUGT,GAO,,,https://en.wikipedia.org/wiki/Mariana_Grajales_Airport,Aerodromo los Caños
4839,MUHA,large_airport,José Martí International Airport,22.989200592041016,-82.40910339355469,210,NA,CU,CU-03,Havana,yes,MUHA,HAV,,,https://en.wikipedia.org/wiki/Jos%C3%A9_Mart%C3%AD_International_Airport,Habana
4840,MUHG,medium_airport,Frank Pais International Airport,20.785600662231445,-76.31510162353516,361,NA,CU,CU-11,Holguin,yes,MUHG,HOG,,,https://en.wikipedia.org/wiki/Frank_Pa%C3%ADs_Airport,
4847,MUMZ,medium_airport,Sierra Maestra Airport,20.28809928894043,-77.08920288085938,112,NA,CU,CU-12,Manzanillo,yes,MUMZ,MZO,,,https://en.wikipedia.org/wiki/Sierra_Maestra_Airport,
4849,MUNG,medium_airport,Rafael Cabrera Airport,21.834699630737305,-82.78379821777344,79,NA,CU,CU-99,Nueva Gerona,yes,MUNG,GER,,,https://en.wikipedia.org/wiki/Rafael_P%C3%A9rez_Airport,
4851,MUPB,medium_airport,Playa Baracoa Airport,23.032800674399997,-82.5793991089,102,NA,CU,CU-15,Havana,yes,MUPB,UPB,,,https://en.wikipedia.org/wiki/Playa_Baracoa_Airport,
4858,MUTD,medium_airport,Alberto Delgado Airport,21.788299560546875,-79.99720001220703,125,NA,CU,CU-07,Trinidad,yes,MUTD,TND,,,,
4859,MUVR,large_airport,Juan Gualberto Gomez International Airport,23.034400939941406,-81.435302734375,210,NA,CU,CU-04,Varadero,yes,MUVR,VRA,,,https://en.wikipedia.org/wiki/Juan_Gualberto_G%C3%B3mez_Airport,
4860,MUVT,medium_airport,Hermanos Ameijeiras Airport,20.987600326538086,-76.93579864501953,328,NA,CU,CU-10,Las Tunas,yes,MUVT,VTU,,,https://en.wikipedia.org/wiki/Hermanos_Ameijeiras_Airport,
4861,MWCB,medium_airport,Gerrard Smith International Airport,19.687000274658203,-79.88279724121094,8,NA,KY,KY-U-A,Cayman Brac,yes,MWCB,CYB,,,https://en.wikipedia.org/wiki/Gerrard_Smith_International_Airport,
4862,MWCR,large_airport,Owen Roberts International Airport,19.292800903299998,-81.3576965332,8,NA,KY,KY-U-A,Georgetown,yes,MWCR,GCM,,,https://en.wikipedia.org/wiki/Owen_Roberts_International_Airport,"Grand Cayman, George Town"
32274,MX-SCX,small_airport,Salina Cruz Naval Air Station,16.212600708,-95.20159912110002,75,NA,MX,MX-OAX,Salina Cruz,yes,MMSZ,SCX,MM57,,https://en.wikipedia.org/wiki/Salina_Cruz_Airport,
35208,MY-LBP,small_airport,Long Banga Airport,3.202,115.4018,750,AS,MY,MY-13,Long Banga,yes,,LBP,,,https://en.wikipedia.org/wiki/Long_Banga_Airport,
4926,MYAK,medium_airport,Congo Town Airport,24.158701,-77.589798,15,NA,BS,BS-SA,Andros,yes,MYAK,TZN,COX,,https://en.wikipedia.org/wiki/South_Andros_Airport,"Congotown Airport, South Andros Airport"
4927,MYAM,medium_airport,Leonard M Thompson International Airport,26.5114,-77.083503,6,NA,BS,BS-CO,Marsh Harbour,yes,MYAM,MHH,,,https://en.wikipedia.org/wiki/Marsh_Harbour_Airport,Marsh Harbour International
4928,MYAN,medium_airport,San Andros Airport,25.053800582885742,-78.04900360107422,5,NA,BS,BS-NS,Andros Island,yes,MYAN,SAQ,,,https://en.wikipedia.org/wiki/San_Andros_Airport,
4929,MYAP,medium_airport,Spring Point Airport,22.441799163800003,-73.97090148930002,11,NA,BS,BS-AK,Spring Point,yes,MYAP,AXP,,,,
4931,MYAT,medium_airport,Treasure Cay Airport,26.745300293,-77.3912963867,8,NA,BS,BS-CO,Treasure Cay,yes,MYAT,TCB,,,https://en.wikipedia.org/wiki/Treasure_Cay_Airport,
4933,MYBC,medium_airport,Chub Cay Airport,25.41710090637207,-77.88089752197266,5,NA,BS,BS-NS,,yes,MYBC,CCZ,,,https://en.wikipedia.org/wiki/Chub_Cay_International_Airport,
4935,MYBS,medium_airport,South Bimini Airport,25.6998996735,-79.2647018433,10,NA,BS,BS-BI,South Bimini,yes,MYBS,BIM,,,https://en.wikipedia.org/wiki/South_Bimini_Airport,
4936,MYCA,medium_airport,Arthur's Town Airport,24.6294,-75.673797,18,NA,BS,BS-CI,Arthur's Town,yes,MYCA,ATC,,,https://en.wikipedia.org/wiki/Arthur's_Town_Airport,
4937,MYCB,medium_airport,New Bight Airport,24.3153,-75.452301,5,NA,BS,BS-CI,Cat Island,yes,MYCB,TBI,,,https://en.wikipedia.org/wiki/New_Bight_Airport,
4938,MYCI,medium_airport,Colonel Hill Airport,22.7456,-74.182404,5,NA,BS,BS-CK,Colonel Hill,yes,MYCI,CRI,,,https://en.wikipedia.org/wiki/Colonial_Hill_Airport,Crooked Island Airport
4939,MYEF,medium_airport,Exuma International Airport,23.562599,-75.877998,9,NA,BS,BS-EX,Moss Town,yes,MYEF,GGT,,,https://en.wikipedia.org/wiki/Exuma_International_Airport,
4941,MYEH,medium_airport,North Eleuthera Airport,25.474899292,-76.6835021973,13,NA,BS,BS-HI,North Eleuthera,yes,MYEH,ELH,,,https://en.wikipedia.org/wiki/North_Eleuthera_Airport,
4942,MYEM,medium_airport,Governor's Harbour Airport,25.2847,-76.331001,26,NA,BS,BS-CE,Governor's Harbour,yes,MYEM,GHB,,,https://en.wikipedia.org/wiki/Governor's_Harbour_Airport,
4946,MYGF,medium_airport,Grand Bahama International Airport,26.5587005615,-78.695602417,7,NA,BS,BS-FP,Freeport,yes,MYGF,FPO,,,https://en.wikipedia.org/wiki/Grand_Bahama_International_Airport,
4947,MYIG,medium_airport,Inagua Airport,20.975000381469727,-73.66690063476562,8,NA,BS,BS-IN,Matthew Town,yes,MYIG,IGA,,,https://en.wikipedia.org/wiki/Inagua_Airport,
22655,MYK,small_airport,May Creek Airport,61.3357009888,-142.68699646,1650,NA,US,US-AK,May Creek,yes,MYK,MYK,MYK,,https://en.wikipedia.org/wiki/May_Creek_Airport,
4948,MYLD,medium_airport,Deadman's Cay Airport,23.1790008545,-75.09359741210001,9,NA,BS,BS-LI,Deadman's Cay,yes,MYLD,LGI,,,https://en.wikipedia.org/wiki/Deadman's_Cay_Airport,
4949,MYLS,medium_airport,Stella Maris Airport,23.582317,-75.268621,10,NA,BS,BS-LI,Stella Maris,yes,MYLS,SML,,,https://en.wikipedia.org/wiki/Stella_Maris_Airport,
4950,MYMM,medium_airport,Mayaguana Airport,22.379499,-73.013494,11,NA,BS,BS-MG,Abrahams Bay,yes,MYMM,MYG,,,https://en.wikipedia.org/wiki/Mayaguana_Airport,
4951,MYNN,large_airport,Lynden Pindling International Airport,25.039,-77.466202,16,NA,BS,BS-NP,Nassau,yes,MYNN,NAS,,http://www.nas.bs/,https://en.wikipedia.org/wiki/Lynden_Pindling_International_Airport,Nassau International Airport
4954,MYSM,medium_airport,San Salvador Airport,24.063299,-74.524002,24,NA,BS,BS-SS,San Salvador,yes,MYSM,ZSA,,,https://en.wikipedia.org/wiki/San_Salvador_Airport,
4956,MZBZ,large_airport,Philip S. W. Goldson International Airport,17.539100646972656,-88.30819702148438,15,NA,BZ,BZ-BZ,Belize City,yes,MZBZ,BZE,,http://www.pgiabelize.com/,https://en.wikipedia.org/wiki/Philip_S._W._Goldson_International_Airport,"Belize International, Ladyville"
300544,NBS,medium_airport,Changbaishan Airport,42.066944,127.602222,2874,AS,CN,CN-22,Baishan,yes,ZYBS,NBS,,,https://en.wikipedia.org/wiki/Changbaishan_Airport,
4957,NCAI,small_airport,Aitutaki Airport,-18.830900192260742,-159.76400756835938,14,OC,CK,CK-U-A,Aitutaki,yes,NCAI,AIT,,,https://en.wikipedia.org/wiki/Aitutaki_Airport,
30629,NCAT,small_airport,Enua Airport,-19.96780014038086,-158.11900329589844,36,OC,CK,CK-U-A,Atiu Island,yes,NCAT,AIU,,,https://en.wikipedia.org/wiki/Enua_Airport,
31900,NCMG,small_airport,Mangaia Island Airport,-21.895986557006836,-157.9066619873047,45,OC,CK,CK-U-A,Mangaia Island,yes,NCMG,MGS,,,https://en.wikipedia.org/wiki/Mangaia_Airport,
31907,NCMH,small_airport,Manihiki Island Airport,-10.376700401306152,-161.0019989013672,,OC,CK,CK-U-A,Manihiki Island,yes,NCMH,MHX,,,https://en.wikipedia.org/wiki/Manihiki_Island_Airport,Humphrey Island
31968,NCMK,small_airport,Mauke Airport,-20.13610076904297,-157.34500122070312,26,OC,CK,CK-U-A,Mauke Island,yes,NCMK,MUK,,,https://en.wikipedia.org/wiki/Mauke_Airport,Akatoka Manava Airport
31933,NCMR,small_airport,Mitiaro Island Airport,-19.842501,-157.703003,25,OC,CK,CK-U-A,Mitiaro Island,yes,NCMR,MOI,,,https://en.wikipedia.org/wiki/Mitiaro_Airport,Nukuroa Airport
32184,NCPY,small_airport,Tongareva Airport,-9.01436996459961,-158.03240966796875,8,OC,CK,CK-U-A,Penrhyn Island,yes,NCPY,PYE,,,https://en.wikipedia.org/wiki/Tongareva_Airport,
4958,NCRG,large_airport,Rarotonga International Airport,-21.2026996613,-159.805999756,19,OC,CK,CK-U-A,Avarua,yes,NCRG,RAR,,,https://en.wikipedia.org/wiki/Rarotonga_International_Airport,
31662,NFCI,small_airport,Cicia Airport,-17.7432994843,-179.341995239,13,OC,FJ,FJ-E,Cicia,yes,NFCI,ICI,,,https://en.wikipedia.org/wiki/Cicia_Airport,
4959,NFFN,medium_airport,Nadi International Airport,-17.755399703979492,177.4429931640625,59,OC,FJ,FJ-W,Nadi,yes,NFFN,NAN,,,https://en.wikipedia.org/wiki/Nadi_International_Airport,
32176,NFFO,small_airport,Malolo Lailai Island Airport,-17.7779006958,177.197006226,10,OC,FJ,FJ-W,Malolo Lailai Island,yes,NFFO,PTF,,,https://en.wikipedia.org/wiki/Malolo_Lailai_Airport,
31738,NFKD,small_airport,Vunisea Airport,-19.058099746699998,178.156997681,6,OC,FJ,FJ-E,Vunisea,yes,NFKD,KDV,,,https://en.wikipedia.org/wiki/List_of_airports_in_Fiji,Kadavu Island
31926,NFMA,small_airport,Mana Island Airport,-17.672844,177.0985,,OC,FJ,FJ-W,Mana Island,yes,NFMA,MNF,,,https://en.wikipedia.org/wiki/Mana_Island_Airport,
31895,NFMO,small_airport,Moala Airport,-18.566699981699998,179.951004028,13,OC,FJ,FJ-E,Moala,yes,NFMO,MFJ,,,https://en.wikipedia.org/wiki/Moala_Airport,
4960,NFNA,medium_airport,Nausori International Airport,-18.04330062866211,178.5590057373047,17,OC,FJ,FJ-C,Nausori,yes,NFNA,SUV,,,https://en.wikipedia.org/wiki/Nausori_International_Airport,
31810,NFNB,small_airport,Levuka Airfield,-17.7110996246,178.759002686,11,OC,FJ,FJ-E,Bureta,yes,NFNB,LEV,,,https://en.wikipedia.org/wiki/Levuka_Airfield,
32026,NFNG,small_airport,Ngau Airport,-18.115600585899998,179.339996338,50,OC,FJ,FJ-E,Ngau,yes,NFNG,NGI,,,https://en.wikipedia.org/wiki/Ngau_Airport,
31829,NFNK,small_airport,Lakeba Island Airport,-18.1991996765,-178.817001343,280,OC,FJ,FJ-E,Lakeba Island,yes,NFNK,LKB,,,https://en.wikipedia.org/wiki/Lakeba_Airport,
4961,NFNL,medium_airport,Labasa Airport,-16.466699600219727,179.33999633789062,44,OC,FJ,FJ-N,,yes,NFNL,LBS,,,https://en.wikipedia.org/wiki/Lambasa_Airport,
32485,NFNM,small_airport,Matei Airport,-16.690599,-179.876999,60,OC,FJ,FJ-N,Matei,yes,NFNM,TVU,,,https://en.wikipedia.org/wiki/Matei_Airport,Taveuni
31789,NFNO,small_airport,Koro Island Airport,-17.3458003998,179.42199707,358,OC,FJ,FJ-E,Koro Island,yes,NFNO,KXF,,,https://en.wikipedia.org/wiki/Koro_Airport,
32233,NFNR,small_airport,Rotuma Airport,-12.482500076293945,177.0709991455078,22,OC,FJ,FJ-R,Rotuma,yes,NFNR,RTA,,,https://en.wikipedia.org/wiki/Rotuma_Island_Airport,Elsee
32397,NFNS,small_airport,Savusavu Airport,-16.803394,179.340587,17,OC,FJ,FJ-N,Savusavu,yes,NFNS,SVU,,,https://en.wikipedia.org/wiki/Savusavu_Airport,
31024,NFTE,small_airport,Kaufana Airport,-21.378299713100002,-174.957992554,325,OC,TO,TO-01,Eua Island,yes,NFTE,EUA,,,https://en.wikipedia.org/wiki/'Eua_Airport,
4962,NFTF,medium_airport,Fua'amotu International Airport,-21.241199493408203,-175.14999389648438,126,OC,TO,TO-04,Nuku'alofa,yes,NFTF,TBU,,,https://en.wikipedia.org/wiki/Fua'amotu_International_Airport,
4963,NFTL,medium_airport,Lifuka Island Airport,-19.777000427246094,-174.34100341796875,31,OC,TO,TO-02,Lifuka,yes,NFTL,HPA,,,https://en.wikipedia.org/wiki/Lifuka_Island_Airport,"Salote Pilolevu Airport, Haapai"
32024,NFTO,small_airport,Mata'aho Airport,-15.5707998276,-175.632995605,160,OC,TO,TO-03,"Angaha, Niuafo'ou Island",yes,NFTO,NFO,,,https://en.wikipedia.org/wiki/Mata'aho_Airport,
32052,NFTP,small_airport,Kuini Lavenia Airport,-15.977297,-173.791089,30,OC,TO,TO-03,Niuatoputapu,yes,NFTP,NTT,,,https://en.wikipedia.org/wiki/Niuatoputapu_Airport,
4964,NFTV,medium_airport,Vava'u International Airport,-18.58530044555664,-173.96200561523438,236,OC,TO,TO-05,Vava'u Island,yes,NFTV,VAV,,,https://en.wikipedia.org/wiki/Vava'u_International_Airport,"Vavau, Lupepau'u"
35321,NFVB,small_airport,Vanua Balavu Airport,-17.268999099731445,-178.9759979248047,76,OC,FJ,FJ-E,Vanua Balavu,yes,NFVB,VBV,,,https://en.wikipedia.org/wiki/Vanuabalavu_Airport,Vanuabalavu
44578,NG-0003,medium_airport,Gombe Lawanti International Airport,10.298889,10.9,1590,AF,NG,NG-GO,Gombe,yes,DNGO,GMO,,,https://en.wikipedia.org/wiki/Gombe_Lawanti_International_Airport,
300565,NG-0004,small_airport,Port Harcourt City Airport / Port Harcourt Air Force Base,4.846111,7.021389,57,AF,NG,NG-RI,Port Harcourt,yes,,PHG,,,https://en.wikipedia.org/wiki/Port_Harcourt_NAF_Base,Port Harcourt NAF Base
32192,NG-QRW,medium_airport,Warri Airport,5.59611,5.81778,242,AF,NG,NG-DE,Warri,yes,DNSU,QRW,,http://www.faannigeria.org/nigeria-airport.php?airport=25,https://en.wikipedia.org/wiki/Warri_Airport,"Osubi Airstrip, Shell"
44571,NGFU,medium_airport,Funafuti International Airport,-8.525,179.195999,9,OC,TV,TV-FUN,Funafuti,yes,NGFU,FUN,,,https://en.wikipedia.org/wiki/Funafuti_International_Airport,
4972,NGTA,medium_airport,Bonriki International Airport,1.38164,173.147003,9,OC,KI,KI-G,Tarawa,yes,NGTA,TRW,,,https://en.wikipedia.org/wiki/Bonriki_International_Airport,"Bonriki, Mullinix"
30681,NGTU,small_airport,Butaritari Airport,3.08583,172.811005,5,OC,KI,KI-G,Butaritari,yes,NGTU,BBG,,,https://en.wikipedia.org/wiki/Butaritari_Atoll_Airport,Makin
30607,NGUK,small_airport,Aranuka Airport,0.185278,173.636993,6,OC,KI,KI-G,Buariki,yes,NGUK,AAK,,,https://en.wikipedia.org/wiki/Aranuka_Airport,Tarawa
4974,NIUE,medium_airport,Niue International Airport,-19.079030990600586,-169.92559814453125,209,OC,NU,NU-U-A,Alofi,yes,NIUE,IUE,,,https://en.wikipedia.org/wiki/Niue_International_Airport,Hanan International Airport
31215,NLWF,medium_airport,Pointe Vele Airport,-14.3114004135,-178.065994263,20,OC,WF,WF-U-A,Futuna Island,yes,NLWF,FUT,,,https://en.wikipedia.org/wiki/Pointe_Vele_Airport,
4975,NLWW,medium_airport,Hihifo Airport,-13.2383003235,-176.199005127,79,OC,WF,WF-U-A,Wallis Island,yes,NLWW,WLS,,,https://en.wikipedia.org/wiki/Hihifo_Airport,
32097,NSAS,small_airport,Ofu Airport,-14.1844,-169.669998,9,OC,AS,AS-MA,Ofu,yes,NSAS,OFU,Z08,,https://en.wikipedia.org/wiki/Ofu_Airport,
30608,NSAU,small_airport,Asau Airport,-13.505132,-172.627888,,OC,WS,WS-VS,Asau,yes,NSAU,AAU,,,https://en.wikipedia.org/wiki/Asau_Airport,
4976,NSFA,medium_airport,Faleolo International Airport,-13.829999923706055,-172.00799560546875,58,OC,WS,WS-AA,Apia,yes,NSFA,APW,,,https://en.wikipedia.org/wiki/Faleolo_International_Airport,
4977,NSFQ,medium_airport,Fitiuta Airport,-14.215622,-169.424254,110,OC,AS,AS-MA,Fitiuta Village,yes,NSFQ,FTI,FAQ,,https://en.wikipedia.org/wiki/Fitiuta_Airport,
35173,NSMA,small_airport,Maota Airport,-13.742300033569336,-172.25799560546875,,OC,WS,WS-PA,Maota,yes,NSMA,MXS,,,https://en.wikipedia.org/wiki/Maota_Airport,Savaii Island
4978,NSTU,medium_airport,Pago Pago International Airport,-14.331,-170.710007,32,OC,AS,AS-WT,Pago Pago,yes,NSTU,PPG,PPG,,https://en.wikipedia.org/wiki/Pago_Pago_International_Airport,
4979,NTAA,large_airport,Faa'a International Airport,-17.553699,-149.606995,5,OC,PF,PF-U-A,Papeete,yes,NTAA,PPT,,,https://en.wikipedia.org/wiki/Faa'a_International_Airport,
309518,NTAM,small_airport,Rimatara Airport,-22.63725,-152.8059,60,OC,PF,PF-U-A,Rimatara Island,yes,NTAM,RMT,,,https://en.wikipedia.org/wiki/Rimatara_Airport,
4980,NTAR,medium_airport,Rurutu Airport,-22.434099197387695,-151.36099243164062,18,OC,PF,PF-U-A,,yes,NTAR,RUR,,,https://en.wikipedia.org/wiki/Rurutu_Airport,
4981,NTAT,medium_airport,Tubuai Airport,-23.365400314331055,-149.5240020751953,7,OC,PF,PF-U-A,,yes,NTAT,TUB,,,https://en.wikipedia.org/wiki/Tubuai_-_Mataura_Airport,
4983,NTGA,medium_airport,Anaa Airport,-17.3526,-145.509995,10,OC,PF,PF-U-A,Anaa,yes,NTGA,AAA,,,https://en.wikipedia.org/wiki/Anaa_Airport,
4985,NTGC,medium_airport,Tikehau Airport,-15.119600296020508,-148.2310028076172,6,OC,PF,PF-U-A,,yes,NTGC,TIH,,,https://en.wikipedia.org/wiki/Tikehau_Airport,
30648,NTGD,small_airport,Apataki Airport,-15.5736,-146.414993,8,OC,PF,PF-U-A,Apataki,yes,NTGD,APK,,,https://en.wikipedia.org/wiki/Apataki_Airport,
4987,NTGF,medium_airport,Fakarava Airport,-16.054100036621094,-145.65699768066406,13,OC,PF,PF-U-A,,yes,NTGF,FAV,,,https://en.wikipedia.org/wiki/Fakarava_Airport,
4988,NTGI,medium_airport,Manihi Airport,-14.436800003051758,-146.07000732421875,14,OC,PF,PF-U-A,,yes,NTGI,XMH,,,https://en.wikipedia.org/wiki/Manihi_Airport,
4989,NTGJ,medium_airport,Totegegie Airport,-23.07990074157715,-134.88999938964844,7,OC,PF,PF-U-A,,yes,NTGJ,GMR,,,https://en.wikipedia.org/wiki/Totegegie_Airport,
4990,NTGK,medium_airport,Kaukura Airport,-15.6633,-146.884995,11,OC,PF,PF-U-A,Raitahiti,yes,NTGK,KKR,,,https://en.wikipedia.org/wiki/Kaukura_Airport,
4991,NTGM,medium_airport,Makemo Airport,-16.5839,-143.658005,3,OC,PF,PF-U-A,Makemo,yes,NTGM,MKP,,,https://en.wikipedia.org/wiki/Makemo_Airport,
4993,NTGT,medium_airport,Takapoto Airport,-14.709500312805176,-145.24600219726562,12,OC,PF,PF-U-A,,yes,NTGT,TKP,,,https://en.wikipedia.org/wiki/Takapoto_Airport,
4994,NTGU,medium_airport,Arutua Airport,-15.248299598693848,-146.61700439453125,9,OC,PF,PF-U-A,,yes,NTGU,AXR,,,https://en.wikipedia.org/wiki/Arutua_Airport,
4995,NTGV,medium_airport,Mataiva Airport,-14.8681001663208,-148.7169952392578,11,OC,PF,PF-U-A,,yes,NTGV,MVT,,,https://en.wikipedia.org/wiki/Mataiva_Airport,
4997,NTHE,medium_airport,Ahe Airport,-14.428099632263184,-146.2570037841797,11,OC,PF,PF-U-A,Ahe Atoll,yes,NTHE,AHE,,http://www.sia.aviation-civile.gouv.fr/aip/enligne/PDF_AIPparSSection/AIP%20PAC-P/AD/2/0703_AD%202.NTHE.pdf,https://en.wikipedia.org/wiki/Ahe_Airport,Tenukupara
5000,NTKR,medium_airport,Takaroa Airport,-14.45580005645752,-145.02499389648438,13,OC,PF,PF-U-A,,yes,NTKR,TKX,,,https://en.wikipedia.org/wiki/Takaroa_Airport,
5001,NTMD,medium_airport,Nuku Hiva Airport,-8.7956,-140.229004,220,OC,PF,PF-U-A,Nuku Hiva,yes,NTMD,NHV,,,https://en.wikipedia.org/wiki/Nuku_Hiva_Airport,
5002,NTMN,medium_airport,Hiva Oa-Atuona Airport,-9.76879024506,-139.011001587,1481,OC,PF,PF-U-A,Hiva Oa Island,yes,NTMN,AUQ,,,https://en.wikipedia.org/wiki/Atuona_Airport,HIX
32499,NTMP,small_airport,Ua Pou Airport,-9.35167,-140.078003,16,OC,PF,PF-U-A,Ua Pou,yes,NTMP,UAP,,,https://en.wikipedia.org/wiki/Ua_Pou_Airport,
32497,NTMU,small_airport,Ua Huka Airport,-8.936228,-139.554062,160,OC,PF,PF-U-A,Ua Huka,yes,NTMU,UAH,,,https://en.wikipedia.org/wiki/Ua_Huka_Airport,
5003,NTTB,medium_airport,Bora Bora Airport,-16.444400787353516,-151.75100708007812,10,OC,PF,PF-U-A,Motu Mute,yes,NTTB,BOB,,,https://en.wikipedia.org/wiki/Bora_Bora_Airport,
5004,NTTG,medium_airport,Rangiroa Airport,-14.954299926757812,-147.66099548339844,10,OC,PF,PF-U-A,,yes,NTTG,RGI,,,https://en.wikipedia.org/wiki/Rangiroa_Airport,
5005,NTTH,medium_airport,Huahine-Fare Airport,-16.687084,-151.021593,7,OC,PF,PF-U-A,Fare,yes,NTTH,HUH,,,https://en.wikipedia.org/wiki/Huahine_-_Fare_Airport,
5006,NTTM,medium_airport,Moorea Temae Airport,-17.48979,-149.761777,9,OC,PF,PF-U-A,Moorea-Maiao,yes,NTTM,MOZ,,,https://en.wikipedia.org/wiki/Moorea_Airport,"Temae Airport, Moorea Temae Airport"
